SPOPL	5.86855450173456e-07	-0.0127667563575649
CASC15	1.48072264122344e-06	-0.033724055289796
TGM2	2.88738708189727e-06	0.0218521348539446
GTF2A1L 	1.84995739383183e-05	-0.0369799777768911
F8	2.04541556482791e-05	0.0138227527150583
FMO2	5.56272228358569e-05	0.0252142929967817
IGFBP3	5.80094171907478e-05	0.0262929733005983
TOPAZ1	7.91135969225514e-05	0.00925268131044469
SLC17A7	8.9934597501727e-05	0.00519166853949448
PRKCSH	0.000111871024756164	0.0190123594584156
HIGD1B	0.00012800524600285	-0.0289877220572092
ALDH3B1	0.000132879631484442	0.0114875369233375
ASPA	0.000157319330002443	-0.0292339250930406
KLHL23 	0.000229845977682696	-0.0260968358204979
RNF166	0.000233857107382657	0.00825248776783319
ACSM2A	0.000234709347337766	-0.00982497770339786
NACAD	0.000293503359218307	-0.0208120087830585
DLC1	0.000372594239038334	-0.0179724004873131
HIP1R	0.000390402519021368	-0.0109819526799988
CD74	0.000401120766267583	0.0146631994310271
RPS19	0.000408265943372979	0.00605806707345376
LOC100287225	0.000411565082627548	0.0102272653619614
PITPNM3	0.000415151097155108	-0.0092330285858826
EDNRA	0.000440829819109551	-0.0200963558667545
MAP1B	0.000452926786332068	-0.0117015587167678
DGKI	0.000466139727781049	-0.0242102524725621
ZER1	0.000479680487107427	0.00931976042153298
NUBP2	0.000559998014148502	0.00912503562989876
RETN	0.000561383374856194	0.00851991429986107
IGF2 	0.000592559616429447	0.0145907900902589
COL24A1	0.000595316695052258	-0.0146821883793251
ADAM22	0.000615937978775562	-0.0148817614697431
TMEM136	0.000656311658775245	-0.0122787698063469
TMPRSS7	0.000709897290369684	0.0100059239568358
C8orf37	0.000717649090314461	-0.020063049433663
SERTM1	0.000719518083608806	-0.015573123507588
PTPRO	0.000728970842680453	0.00620373178835219
HLA-DRA	0.000752918277178574	0.0148553313967484
NRGN	0.000756266234591634	0.0102855609147734
NAB1	0.000788452384337345	-0.0138985748111358
LLGL2	0.000803905378424184	0.0077884753231112
GJC1	0.000823752636913539	-0.0194264880761162
